Name_File,Name_Evr,Name_Ens,Time,PSNR
area.png,DE_PSO,MetaheuristicEnsembleAlternation,35.44979810714722,30.426401646549643
area.png,DE_HHO,MetaheuristicEnsembleAlternation,32.966217041015625,30.90383789396593
area.png,DE_FBIO,MetaheuristicEnsembleAlternation,78.13827800750732,31.117615190640933
area.png,DE_GBO,MetaheuristicEnsembleAlternation,40.93086886405945,30.121070621921263
area.png,DE_IWO,MetaheuristicEnsembleAlternation,80.43932580947876,30.12218942822537
area.png,DE_ABC,MetaheuristicEnsembleAlternation,52.16086673736572,30.38231568982269
area.png,DE_BBO,MetaheuristicEnsembleAlternation,39.73844814300537,30.462421312996245
area.png,DE_CA,MetaheuristicEnsembleAlternation,33.022886753082275,30.29394174585882
area.png,DE_ACO,MetaheuristicEnsembleAlternation,60.285290002822876,30.139131422843942
area.png,PSO_HHO,MetaheuristicEnsembleAlternation,38.552645206451416,31.026873279661572
area.png,PSO_FBIO,MetaheuristicEnsembleAlternation,82.088858127594,29.711372976384105
area.png,PSO_GBO,MetaheuristicEnsembleAlternation,43.22757816314697,29.914691205288516
area.png,PSO_IWO,MetaheuristicEnsembleAlternation,92.18515205383301,30.033658685018963
area.png,PSO_ABC,MetaheuristicEnsembleAlternation,49.35262489318848,29.815431424766984
area.png,PSO_BBO,MetaheuristicEnsembleAlternation,41.86795520782471,30.21182970399864
area.png,PSO_CA,MetaheuristicEnsembleAlternation,35.15881085395813,29.62736797719703
area.png,PSO_ACO,MetaheuristicEnsembleAlternation,59.52438497543335,30.252894878548187
area.png,HHO_FBIO,MetaheuristicEnsembleAlternation,70.39635872840881,30.63006021014173
area.png,HHO_GBO,MetaheuristicEnsembleAlternation,38.55715799331665,31.05576197990844
area.png,HHO_IWO,MetaheuristicEnsembleAlternation,82.49167203903198,30.69898699190359
area.png,HHO_ABC,MetaheuristicEnsembleAlternation,48.50296187400818,31.150847612351598
area.png,HHO_BBO,MetaheuristicEnsembleAlternation,37.69815397262573,31.04649261274873
area.png,HHO_CA,MetaheuristicEnsembleAlternation,33.30400896072388,30.7094098844551
area.png,HHO_ACO,MetaheuristicEnsembleAlternation,50.784688234329224,30.78567855100651
area.png,FBIO_GBO,MetaheuristicEnsembleAlternation,82.506338596344,30.606740955780797
area.png,FBIO_IWO,MetaheuristicEnsembleAlternation,126.5984399318695,30.826982244346443
area.png,FBIO_ABC,MetaheuristicEnsembleAlternation,87.84652996063232,31.192946465976704
area.png,FBIO_BBO,MetaheuristicEnsembleAlternation,81.7829179763794,31.362653581142688
area.png,FBIO_CA,MetaheuristicEnsembleAlternation,75.38779497146606,30.688730869474348
area.png,FBIO_ACO,MetaheuristicEnsembleAlternation,95.6235089302063,31.079029347118798
area.png,GBO_IWO,MetaheuristicEnsembleAlternation,102.26492691040039,29.87699677246961
